id	v1_100_S_mapping	v1_100_S_precision	v1_150_S_mapping	v1_150_S_precision	v1_300_S_mapping	v1_300_S_precision	v1v2_600_P_mapping	v1v2_600_P_precision	v1v3_600_P_mapping	v1v3_600_P_precision	v3_100_S_mapping	v3_100_S_precision	v3_150_S_mapping	v3_150_S_precision	v3_300_S_mapping	v3_300_S_precision	v3_300_P_mapping	v3_300_P_precision	v3v4_600_P_mapping	v3v4_600_P_precision	v3v5_600_P_mapping	v3v5_600_P_precision	v4_100_S_mapping	v4_100_S_precision	v4_150_S_mapping	v4_150_S_precision	v4_300_S_mapping	v4_300_S_precision	v4_300_P_mapping	v4_300_P_precision	v4v5_600_P_mapping	v4v5_600_P_precision	v4v6_600_P_mapping	v4v6_600_P_precision	v5_100_S_mapping	v5_100_S_precision	v5_150_S_mapping	v5_150_S_precision	v5_300_S_mapping	v5_300_S_precision	v5_200_P_mapping	v5_200_P_precision	v5v6_300_P_mapping	v5v6_300_P_precision	v6_100_S_mapping	v6_100_S_precision	v6_150_S_mapping	v6_150_S_precision	v6_300_S_mapping	v6_300_S_precision	v6_200_P_mapping	v6_200_P_precision	v6v8_600_P_mapping	v6v8_600_P_precision	v7_100_S_mapping	v7_100_S_precision	v7_150_S_mapping	v7_150_S_precision	v7_300_S_mapping	v7_300_S_precision	v7v8_600_P_mapping	v7v8_600_P_precision	v7v9_600_P_mapping	v7v9_600_P_precision
g__Piezobacter;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pigmentiphaga;	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.25	0.202775	0	0	1	0.673077	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0	0	0	0	0	0	0	0	0	0	1	0	1	0.8111	1	0.8111	1	0.8111	0.25	0.202775
g__Pilibacter;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pilimelia;	0.111111	0.033214	0.111111	0.090122	0.111111	0.090122	0.111111	0.090122	0.111111	0.090122	0.777778	0.444661	0.888889	0.624905	0.888889	0.720978	0.888889	0.643622	0.888889	0.720978	0.555556	0.450611	1	0.832089	1	0.832089	1	0.832089	1	0.832089	1	0.832089	0.777778	0.651845	0.888889	0.721519	1	0.811641	1	0.832089	1	0.811641	1	0.832089	1	0.770745	1	0.811641	1	0.832089	0.888889	0.680623	0.666667	0.561722	0.777778	0.570053	0.888889	0.660175	0.888889	0.721519	0.666667	0.541274	0.444444	0.381477
g__Pimelobacter;	0.166667	0.104512	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	1	0.627069	1	0.780428	0.833333	0.675916	0.833333	0.645245	0.833333	0.675916	0.666667	0.540734	1	0.749756	1	0.780428	1	0.8111	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	0.833333	0.553229	0.833333	0.553229	0.833333	0.675916	0.833333	0.553229	0.833333	0.675916	1	0.719085	1	0.749756	1	0.8111	1	0.719085	1	0.8111	1	0.384291	1	0.555014	1	0.8111	1	0.8111	0.166667	0.135184
g__Pir1;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pir2;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pir3;	0	0	0	0	0	0	0	0	0	0	1	0.719085	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pir4;	0.217195	0.167862	0.235294	0.187177	0.230769	0.187177	0	0	0.20362	0.165156	0.882353	0.562716	0.936652	0.763992	0.923077	0.752982	0.850679	0.69426	0.800905	0.653888	0.411765	0.336547	0.904977	0.738301	0.927602	0.756651	0.923077	0.752982	0.846154	0.690589	0.855204	0.697929	0.769231	0.628197	0.850679	0.68877	0.900452	0.731458	0.882353	0.719096	0.841629	0.681429	0.837104	0.682394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pirellula;	0.417391	0.340188	0.426087	0.348884	0.426087	0.348884	0	0	0.408696	0.336421	0.869565	0.600093	0.930435	0.764532	0.895652	0.736319	0.843478	0.694001	0.8	0.658736	0.513043	0.424342	0.904348	0.736886	0.93913	0.769983	0.921739	0.757478	0.8	0.658736	0.852174	0.701054	0.791304	0.648397	0.86087	0.703179	0.895652	0.729791	0.86087	0.708107	0.843478	0.689073	0.817391	0.669556	0	0	0	0	0	0	0	0	0	0	0.008696	0.007053	0.008696	0.007053	0.008696	0.007053	0	0	0	0
g__Pirellulaceae_Group;	0.305699	0.242645	0.331606	0.268966	0.310881	0.252156	0	0	0.290155	0.235345	0.92228	0.633123	0.953368	0.773277	0.943005	0.764871	0.896373	0.727048	0.797927	0.647199	0.53886	0.437069	0.880829	0.71444	0.937824	0.760669	0.88601	0.718643	0.803109	0.651402	0.860104	0.69763	0.735751	0.596768	0.823834	0.661951	0.865285	0.695571	0.834197	0.675664	0.823834	0.664604	0.834197	0.675664	0	0	0	0	0	0	0	0	0	0	0.005181	0.004202	0.005181	0.004202	0.005181	0.004202	0.005181	0.004202	0	0
g__Piscibacillus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Piscicoccus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Piscinibacter;	1	0.458617	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.298929	1	0.8111	1	0.8111	0	0	1	0.8111	0	0	1	0.627069	1	0.627069	1	0.8111	1	0.8111	0	0	0	0	1	0.627069	1	0.627069	1	0.627069	1	0.627069	1	0.627069	0	0	0	0	0	0	0	0	0	0	1	0.627069	1	0.627069	1	0.627069	1	0.627069	1	0.8111
g__Piscirickettsia;	0.352941	0.256429	0.352941	0.267254	0.352941	0.297382	0.352941	0.297382	0.235294	0.190847	0.941176	0.517956	0.941176	0.623346	0.941176	0.763674	0.882353	0.624778	0.882353	0.726788	0.235294	0.190847	0.941176	0.709261	0.941176	0.763388	0.941176	0.763388	0.882353	0.715677	0.823529	0.667964	0.647059	0.52483	0.764706	0.315253	0.941176	0.42826	0.882353	0.726788	0.764706	0.234893	0.705882	0.553525	0.764706	0.420471	0.764706	0.450598	0.764706	0.540981	0.705882	0.372759	0.529412	0.41039	0.764706	0.409359	0.823529	0.426943	0.764706	0.52987	0.588235	0.416862	0.294118	0.238559
g__Piscirickettsiaceae_Group;	0.5	0.32756	0.534351	0.4211	0.530534	0.42331	0.515267	0.412068	0.427481	0.344775	0.896947	0.392045	0.946565	0.741762	0.935115	0.750652	0.874046	0.684897	0.851145	0.684499	0.446565	0.362209	0.896947	0.683102	0.958015	0.769227	0.946565	0.765804	0.816794	0.658592	0.896947	0.727514	0.805344	0.653215	0.858779	0.682288	0.923664	0.741364	0.900763	0.7267	0.843511	0.676352	0.843511	0.680262	0.881679	0.633357	0.896947	0.656954	0.874046	0.701119	0.805344	0.577306	0.744275	0.597817	0.923664	0.594565	0.980916	0.761043	0.973282	0.771835	0.858779	0.677007	0.629771	0.504943
g__PK34_Group;	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.666667	0.305745	1	0.693606	1	0.8111	1	0.693606	0.833333	0.675916	0.666667	0.540734	0.833333	0.675916	1	0.8111	1	0.8111	0.666667	0.540734	1	0.8111	0.833333	0.675916	0.666667	0.423239	0.833333	0.617169	0.833333	0.675916	0.5	0.346803	0.666667	0.540734	0.833333	0.675916	0.833333	0.675916	0.833333	0.675916	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	1	0.8111	1	0.8111	0.833333	0.675916	0.5	0.40555
g__Planctomyces;	0.422383	0.342595	0.447653	0.363091	0.440433	0.357235	0	0	0.375451	0.304528	0.830325	0.624971	0.888087	0.720327	0.880866	0.71447	0.805054	0.652979	0.66065	0.535853	0.516245	0.418726	0.873646	0.708614	0.935018	0.758393	0.927798	0.752537	0.725632	0.58856	0.880866	0.71447	0.772563	0.626626	0.736462	0.59668	0.790614	0.640603	0.787004	0.638339	0.700361	0.567398	0.754513	0.611321	0.01444	0.011712	0.01444	0.011712	0.01444	0.011712	0.01444	0.011712	0.01083	0.008784	0	0	0	0	0	0	0	0	0	0
g__Planctomycetaceae_Group;	0.457143	0.370789	0.485714	0.393963	0.485714	0.393963	0	0	0.457143	0.370789	0.857143	0.584698	0.914286	0.741577	0.857143	0.695229	0.857143	0.695229	0.771429	0.625706	0.428571	0.347614	0.942857	0.764751	1	0.8111	0.971429	0.787926	0.914286	0.741577	0.914286	0.741577	0.657143	0.533009	0.828571	0.672054	0.942857	0.764751	0.942857	0.764751	0.857143	0.695229	0.742857	0.602531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Planctomycete;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Planifilum;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.285714	0.231743	0.714286	0.579357	1	0.8111	1	0.8111	1	0.8111	0.714286	0.579357	0.571429	0.463486	1	0.8111	1	0.8111	1	0.8111	0.857143	0.695229	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.571429	0.463486	1	0.8111	1	0.8111	1	0.8111	0.571429	0.463486	0.571429	0.463486
g__Planktomarina;	0	0	0	0	0	0	0	0	0	0	1	0.673077	1	0.719085	1	0.719085	1	0.719085	1	0.719085	1	0.765092	1	0.673077	1	0.719085	1	0.719085	1	0.719085	1	0.719085	1	0.8111	1	0.545034	1	0.545034	1	0.8111	1	0.545034	1	0.8111	0	0	0	0	0	0	0	0	0	0	0.75	0.470302	0.75	0.470302	0.75	0.608325	0.75	0.608325	0.5	0.40555
g__Planktotalea;	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.858325	1	0.858325	1	0.858325	0.75	0.65555	1	0.858325	1	0.76631	1	0.812317	1	0.858325	0.75	0.65555	1	0.858325	0.75	0.65555	0.75	0.470302	0.75	0.563534	0.75	0.609542	0.75	0.563534	0.75	0.609542	0	0	0	0	0	0	0	0	0	0	1	0.673077	1	0.673077	0.75	0.563534	1	0.76631	0.25	0.202775
g__Planktothricoides;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Planktothrix;	0.142857	0.079288	0.142857	0.115871	0.142857	0.115871	0.142857	0.115871	0.142857	0.115871	0.857143	0.647726	0.928571	0.753164	0.928571	0.753164	0.928571	0.753164	0.857143	0.695229	0.642857	0.521421	1	0.824593	1	0.824593	0.928571	0.766657	1	0.824593	0.928571	0.766657	0.857143	0.708722	0	0	0	0	0	0	0	0	0	0	0.785714	0.637293	0.857143	0.695229	0.785714	0.637293	0.714286	0.579357	0.785714	0.637293	0.928571	0.753512	0.857143	0.682084	1	0.824593	1	0.824593	0.357143	0.289679
g__Planobispora;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Planococcaceae_Group;	0.666667	0.492697	0.733333	0.523271	0.733333	0.594806	0.666667	0.540734	0.466667	0.378514	0.866667	0.642648	0.866667	0.690685	0.866667	0.702954	0.866667	0.690685	0.8	0.64888	0.2	0.16222	0.933333	0.634339	0.933333	0.672184	0.866667	0.690685	0.8	0.636611	0.866667	0.702954	0.733333	0.594806	0.866667	0.546576	0.933333	0.625187	0.933333	0.733528	0.933333	0.625187	0.933333	0.721259	0.866667	0.61915	0.933333	0.685491	0.933333	0.721259	0.8	0.577345	0.866667	0.667186	1	0.572152	0.933333	0.603765	1	0.738526	0.733333	0.534501	0.466667	0.366245
g__Planococcus;	0.45	0.366504	0.5	0.40706	0.45	0.375706	0.45	0.375706	0.25	0.21222	0.8	0.42887	0.85	0.673028	0.8	0.650876	0.7	0.541675	0.45	0.357059	0.25	0.194596	0.75	0.517575	0.8	0.553067	0.8	0.696349	0.45	0.337634	0.7	0.605793	0.65	0.583885	0.65	0.384129	0.7	0.429309	0.7	0.606037	0.55	0.306378	0.7	0.560321	0.75	0.554138	0.9	0.694693	0.85	0.709056	0.75	0.544936	0.85	0.720302	0.95	0.113486	0.95	0.518744	0.9	0.716163	0.85	0.675608	0.55	0.466261
g__Planomicrobium;	0.208333	0.168979	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.875	0.680339	0.875	0.709713	0.833333	0.675916	0.75	0.608325	0.666667	0.540734	0.416667	0.337959	0.875	0.671373	0.875	0.672022	0.875	0.709713	0.666667	0.540734	0.708333	0.574529	0.666667	0.540734	0.708333	0.438453	0.75	0.432083	0.75	0.577653	0.625	0.330696	0.666667	0.510062	0.75	0.554649	0.75	0.554649	0.75	0.600657	0.583333	0.427134	0.583333	0.473141	0.708333	0.226306	0.708333	0.405306	0.75	0.600657	0.625	0.499269	0.25	0.202775
g__Planomonospora;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Planotetraspora;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Plantago;	0	0	0	0	0	0	0	0	0	0	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0	0	0.333333	0.333333	0.666667	0.666667	1	1	0.666667	0.666667	0.333333	0.333333	0.666667	0.666667	0.666667	0.666667	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0	0	0.333333	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Plasticicumulans;	0.25	0.074732	0.25	0.202775	0.25	0.202775	0.25	0.202775	0.25	0.202775	1	0.378773	1	0.90555	0.75	0.65555	0.75	0.65555	1	0.90555	0.5	0.452775	1	0.777507	1	0.90555	0.75	0.702775	1	0.90555	0.75	0.702775	0.5	0.40555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.90555	1	0.380964	1	0.858325	1	0.90555	1	0.90555	1	0.90555
g__Pleionea;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pleomorphomonas;	0.117647	0.065296	0.117647	0.095423	0.117647	0.095423	0.117647	0.095423	0.117647	0.095423	0.941176	0.48422	0.941176	0.753765	0.941176	0.774499	0.941176	0.753765	0.823529	0.679076	0.764706	0.631365	1	0.748897	1	0.8111	1	0.8111	0.941176	0.763388	0.941176	0.774499	0.941176	0.774499	1	0.822212	1	0.822212	1	0.822212	0.882353	0.726788	1	0.822212	0.117647	0.074689	0.117647	0.074689	0.058824	0.047712	0.117647	0.074689	0.058824	0.047712	0.882353	0.623632	0.941176	0.692078	0.941176	0.774499	0.705882	0.583653	0.235294	0.201959
g__Plesiocystis;	0.4	0.32444	0.4	0.32444	0.4	0.32444	0.375	0.304163	0.375	0.304163	0.9	0.683982	0.925	0.750268	0.925	0.750268	0.875	0.709713	0.675	0.547493	0.55	0.446105	0.975	0.790822	0.975	0.790822	0.975	0.790822	0.8	0.64888	0.85	0.689435	0.65	0.527215	0.825	0.669157	0.85	0.689435	0.85	0.689435	0.775	0.628603	0.675	0.547493	0	0	0	0	0	0	0	0	0	0	0.95	0.770545	0.975	0.790822	0.925	0.750268	0.775	0.628603	0.5	0.40555
g__Plesiomonas;	0.107143	0.075358	0.107143	0.09365	0.107143	0.09365	0.107143	0.09365	0.107143	0.09365	0.785714	0.328279	0.892857	0.543747	0.892857	0.812248	0.821429	0.504104	0.607143	0.559918	0.321429	0.287697	0.857143	0.570699	0.821429	0.780951	0.857143	0.776186	0.607143	0.532933	0.535714	0.488489	0.607143	0.553172	0.75	0.598171	0.785714	0.620566	0.785714	0.692133	0.535714	0.397204	0.642857	0.549276	0.571429	0.319099	0.642857	0.490854	0.607143	0.514814	0.642857	0.38378	0.464286	0.405689	0.714286	0.310301	0.714286	0.54719	0.714286	0.585374	0.535714	0.458826	0.071429	0.071429
g__Pleurocapsa;	0.375	0.269636	0.416667	0.3537	0.375	0.319904	0.375	0.319904	0.333333	0.286108	0.916667	0.67612	0.958333	0.856012	0.958333	0.856012	0.875	0.78842	0.5	0.421291	0.708333	0.637495	0.958333	0.84027	1	0.889808	1	0.889808	0.583333	0.488883	0.916667	0.822217	0.958333	0.856012	0	0	0	0	0	0	0	0	0	0	0.833333	0.746754	0.916667	0.814346	0.875	0.78055	0.875	0.78055	0.791667	0.705088	1	0.805339	1	0.850454	1	0.874067	0.833333	0.723141	0.666667	0.6037
g__Pleurozia;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Podophyllum;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Polaribacter;	0.318182	0.217425	0.340909	0.273369	0.295455	0.252523	0.295455	0.24823	0.318182	0.266664	0.863636	0.617531	0.886364	0.715544	0.863636	0.721961	0.795455	0.645991	0.795455	0.66666	0.454545	0.381561	0.886364	0.727627	0.931818	0.768788	0.886364	0.736102	0.863636	0.721961	0.886364	0.73181	0.840909	0.699234	0.863636	0.675732	0.909091	0.712601	0.863636	0.696756	0.818182	0.638754	0.886364	0.71519	0	0	0	0	0	0	0	0	0	0	0.022727	0.018434	0.022727	0.018434	0.022727	0.018434	0.022727	0.018434	0.022727	0.018434
g__Polaromonas;	0.392857	0.185005	0.392857	0.265927	0.392857	0.289679	0.357143	0.260711	0.285714	0.202775	0.892857	0.469015	0.892857	0.644318	0.857143	0.676067	0.785714	0.570003	0.75	0.595736	0.428571	0.347614	0.892857	0.590694	0.928571	0.62766	0.892857	0.636702	0.785714	0.549798	0.821429	0.586521	0.785714	0.63072	0.821429	0.36062	0.857143	0.442864	0.821429	0.639971	0.785714	0.36062	0.785714	0.48296	0	0	0	0	0	0	0	0	0	0	0.785714	0.357073	0.821429	0.471241	0.821429	0.633398	0.821429	0.633398	0.464286	0.350292
g__Polyangiaceae_Group;	0.5	0.313534	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.25	0.202775	0.75	0.343963	0.75	0.608325	1	0.8111	0.75	0.608325	0.75	0.608325	0.25	0.202775	0.75	0.51631	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	0.75	0.608325	0	0
g__Polyangium;	0.666667	0.305745	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.423239	1	0.874067	1	0.874067	1	0.874067	1	0.874067	0	0	1	0.749756	1	0.874067	1	0.874067	1	0.874067	1	0.874067	1	0.874067	1	0.627069	1	0.627069	1	0.874067	1	0.570918	1	0.874067	0	0	0	0	0	0	0	0	0	0	1	0.812723	1	0.874067	1	0.874067	1	0.874067	1	0.874067
g__Polycladomyces;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Polycyclovorans;	0.333333	0.270366	0.333333	0.270366	0.222222	0.180244	0.333333	0.270366	0.222222	0.180244	0.888889	0.51109	0.888889	0.720978	0.888889	0.720978	0.888889	0.720978	0.777778	0.630856	0.333333	0.270366	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.888889	0.720978	1	0.8111	0.888889	0.720978	0.777778	0.630856	1	0.8111	0.777778	0.495618	0.888889	0.642648	0.888889	0.720978	0.888889	0.585741	0.666667	0.540734	1	0.715027	1	0.8111	1	0.8111	0.666667	0.540734	0.444444	0.360489
g__Polymorphobacter;	0.4	0.250828	0.4	0.32444	0.4	0.32444	0.2	0.16222	0.4	0.32444	0.8	0.501655	0.8	0.538462	0.8	0.68666	0.8	0.538462	0.8	0.68666	0.6	0.52444	0.8	0.64888	1	0.84888	1	0.84888	1	0.84888	1	0.84888	1	0.84888	0.8	0.612074	1	0.84888	0.8	0.68666	1	0.812074	1	0.84888	0	0	0	0	0	0	0	0	0	0	1	0.700681	1	0.737488	1	0.84888	1	0.84888	0.6	0.52444
g__Polymorphum;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Polynucleobacter;	0.384615	0.215227	0.384615	0.275091	0.365385	0.293218	0.346154	0.284398	0.307692	0.253202	0.923077	0.481162	0.961538	0.721855	0.980769	0.786701	0.942308	0.706258	0.865385	0.712812	0.461538	0.381619	0.923077	0.659202	0.961538	0.717511	0.923077	0.719572	0.903846	0.703973	0.826923	0.681615	0.788462	0.65042	0.846154	0.687364	0.884615	0.72841	0.846154	0.693581	0.788462	0.636938	0.807692	0.666017	0	0	0.019231	0.015598	0.019231	0.015598	0	0	0.019231	0.015598	0.903846	0.643528	0.923077	0.651712	0.923077	0.661785	0.903846	0.662816	0.557692	0.42272
g__Polysphondylium;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pontibaca;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pontibacillus;	0.166667	0.135184	0.166667	0.135184	0.166667	0.135184	0.166667	0.135184	0	0	0.833333	0.617169	0.666667	0.540734	0.833333	0.675916	0.833333	0.675916	0.666667	0.540734	0.166667	0.135184	0.833333	0.525154	1	0.752353	1	0.8111	0.833333	0.675916	0.666667	0.540734	0.666667	0.540734	0.833333	0.583901	0.833333	0.645245	0.833333	0.675916	0.666667	0.448718	0.666667	0.540734	0.833333	0.675916	1	0.8111	0.833333	0.675916	0.5	0.40555	0.666667	0.540734	1	0.688413	1	0.688413	0.833333	0.675916	0.666667	0.540734	0.333333	0.270366
g__Pontibacter;	0.411765	0.333983	0.431373	0.349887	0.431373	0.349887	0.411765	0.333983	0.294118	0.238559	0.862745	0.692556	0.960784	0.779292	0.941176	0.763388	0.941176	0.763388	0.843137	0.683868	0.568627	0.461213	0.941176	0.763388	1	0.8111	0.980392	0.795196	0.921569	0.747485	0.901961	0.731581	0.882353	0.715677	0.843137	0.683868	0.921569	0.747485	0.901961	0.731581	0.803922	0.652061	0.882353	0.715677	0	0	0	0	0	0	0	0	0	0	0.941176	0.752562	0.980392	0.787979	0.921569	0.747485	0.882353	0.715677	0.431373	0.349887
g__Ponticaulis;	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111
g__Ponticoccus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pontimonas;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pontirhabdus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Poriferibacter;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Porphyra;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
