id	v1_100_S_mapping	v1_100_S_precision	v1_150_S_mapping	v1_150_S_precision	v1_300_S_mapping	v1_300_S_precision	v1v2_600_P_mapping	v1v2_600_P_precision	v1v3_600_P_mapping	v1v3_600_P_precision	v3_100_S_mapping	v3_100_S_precision	v3_150_S_mapping	v3_150_S_precision	v3_300_S_mapping	v3_300_S_precision	v3_300_P_mapping	v3_300_P_precision	v3v4_600_P_mapping	v3v4_600_P_precision	v3v5_600_P_mapping	v3v5_600_P_precision	v4_100_S_mapping	v4_100_S_precision	v4_150_S_mapping	v4_150_S_precision	v4_300_S_mapping	v4_300_S_precision	v4_300_P_mapping	v4_300_P_precision	v4v5_600_P_mapping	v4v5_600_P_precision	v4v6_600_P_mapping	v4v6_600_P_precision	v5_100_S_mapping	v5_100_S_precision	v5_150_S_mapping	v5_150_S_precision	v5_300_S_mapping	v5_300_S_precision	v5_200_P_mapping	v5_200_P_precision	v5v6_300_P_mapping	v5v6_300_P_precision	v6_100_S_mapping	v6_100_S_precision	v6_150_S_mapping	v6_150_S_precision	v6_300_S_mapping	v6_300_S_precision	v6_200_P_mapping	v6_200_P_precision	v6v8_600_P_mapping	v6v8_600_P_precision	v7_100_S_mapping	v7_100_S_precision	v7_150_S_mapping	v7_150_S_precision	v7_300_S_mapping	v7_300_S_precision	v7v8_600_P_mapping	v7v8_600_P_precision	v7v9_600_P_mapping	v7v9_600_P_precision
g__Huanghella;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hugenholtzia;	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
g__Humibacillus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Humibacter;	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.555014	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.627069	1	0.627069	1	0.8111	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	1	0.298929	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555
g__Humitalea;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hungatella;	0.136364	0.110605	0.136364	0.110605	0.090909	0.073736	0.136364	0.110605	0.090909	0.073736	0.772727	0.501283	0.818182	0.621802	0.818182	0.655262	0.818182	0.621802	0.727273	0.581526	0.5	0.40555	0.909091	0.653714	0.954545	0.757501	0.954545	0.749136	0.727273	0.564796	0.727273	0.589891	0.681818	0.553023	0.818182	0.646897	0.818182	0.655262	0.772727	0.626759	0.681818	0.544657	0.590909	0.479286	0.818182	0.655262	0.863636	0.69213	0.863636	0.69213	0.681818	0.544657	0.590909	0.470921	0.863636	0.6754	0.909091	0.720634	0.909091	0.728998	0.636364	0.50779	0.227273	0.184341
g__Hwangdonia;	0	0	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	1	0.627069	0.666667	0.666667	1	1	0.666667	0.542357	1	1	0.666667	0.666667	1	1	1	1	1	1	1	1	1	1	1	1	0.666667	0.542357	1	0.87569	1	1	0.666667	0.542357	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hwanghaeicola;	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	1	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.627069	1	0.627069	1	0.8111	1	0.8111	1	0.8111
g__Hydrobacter;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hydrocarboniphaga;	0.75	0.585321	0.875	0.645691	0.875	0.645691	0.875	0.645691	0.625	0.506938	1	0.298929	1	0.747079	1	0.8111	0.75	0.544304	0.75	0.608325	0.25	0.202775	0.875	0.709713	0.875	0.709713	0.875	0.709713	0.875	0.709713	0.875	0.709713	0.875	0.709713	0.875	0.645691	0.875	0.645691	0.875	0.709713	0.875	0.645691	0.875	0.709713	0.875	0.686709	0.875	0.686709	0.875	0.709713	0.875	0.686709	0.625	0.506938	0.75	0.433179	0.875	0.470545	0.875	0.626582	0.875	0.626582	0.75	0.608325
g__Hydrogenibacillus;	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	0.5	0.40555	0	0	1	0.8111	1	0.8111	1	0.8111	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	0.5	0.40555	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111
g__Hydrogenimonas;	0.083333	0.067591	0.083333	0.067591	0.083333	0.067591	0.083333	0.067591	0.083333	0.067591	0.916667	0.610678	1	0.781726	1	0.8111	0.833333	0.646543	0.833333	0.675916	0.083333	0.067591	0.833333	0.675916	0.916667	0.743509	0.916667	0.743509	0.916667	0.743509	0.083333	0.067591	0.083333	0.067591	1	0.8111	1	0.8111	1	0.8111	0.083333	0.067591	0.083333	0.067591	0.083333	0.067591	0.083333	0.067591	0.083333	0.067591	0.083333	0.067591	0.083333	0.067591	1	0.735719	1	0.765092	1	0.8111	0.75	0.608325	0.25	0.202775
g__Hydrogenispora;	0.358696	0.264479	0.358696	0.277709	0.358696	0.28154	0.315217	0.251841	0.304348	0.246857	0.880435	0.663382	0.913043	0.702478	0.902174	0.727922	0.804348	0.619883	0.793478	0.64359	0.663043	0.537794	0.880435	0.704722	0.902174	0.727922	0.902174	0.731753	0.815217	0.661223	0.858696	0.696488	0.826087	0.670039	0.869565	0.69381	0.913043	0.740569	0.934783	0.758202	0.869565	0.705304	0.880435	0.714121	0.847826	0.67097	0.891304	0.706235	0.869565	0.68311	0.793478	0.597974	0.782609	0.616485	0.902174	0.695102	0.945652	0.743089	0.934783	0.732102	0.858696	0.663742	0.48913	0.380032
g__Hydrogenivirga;	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
g__Hydrogenoanaerobacterium;	0.173913	0.173913	0.217391	0.217391	0.217391	0.217391	0.043478	0.043478	0.043478	0.043478	0.956522	0.924093	0.956522	0.956522	0.956522	0.956522	0.913043	0.913043	0.869565	0.869565	0.608696	0.608696	0.956522	0.940308	1	1	1	1	0.913043	0.913043	0.956522	0.956522	0.869565	0.869565	0.956522	0.924093	0.956522	0.940308	0.956522	0.956522	0.956522	0.940308	0.869565	0.869565	0.956522	0.843487	0.956522	0.90318	0.956522	0.956522	0.869565	0.75653	0.434783	0.434783	0.913043	0.799543	0.956522	0.956522	0.956522	0.956522	0.434783	0.434783	0.26087	0.26087
g__Hydrogenobacter;	0.307692	0.249569	0.384615	0.311961	0.384615	0.311961	0	0	0.230769	0.187177	0.615385	0.400045	0.846154	0.686316	0.846154	0.686316	0.769231	0.623923	0.769231	0.623923	0.307692	0.249569	0.846154	0.629691	0.923077	0.720395	0.923077	0.748708	0.769231	0.623923	0.846154	0.686316	0.692308	0.561531	0.846154	0.686316	0.923077	0.748708	0.923077	0.748708	0.769231	0.623923	0.769231	0.623923	0	0	0	0	0	0	0	0	0	0	0.769231	0.311962	0.923077	0.686315	0.923077	0.686315	0.923077	0.686315	0.461538	0.374353
g__Hydrogenobaculum;	0.428571	0.347614	0.428571	0.347614	0.428571	0.347614	0	0	0.285714	0.231743	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.571429	0.463486	0.714286	0.579357	0.428571	0.347614	0.857143	0.579358	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.571429	0.463486	0.714286	0.579357	0.714286	0.579357	0.857143	0.695229	0.714286	0.579357	0.714286	0.579357	0	0	0	0	0	0	0	0	0	0	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.428571	0.347614	0.285714	0.231743
g__Hydrogenophaga;	0.326923	0.127631	0.346154	0.226575	0.346154	0.267976	0.346154	0.267976	0.326923	0.265167	0.865385	0.570969	0.980769	0.791963	0.942308	0.764306	0.846154	0.682776	0.942308	0.764306	0.480769	0.389952	0.884615	0.593944	0.942308	0.715414	0.903846	0.713972	0.865385	0.667179	0.846154	0.670718	0.653846	0.530334	0.865385	0.662984	0.942308	0.61986	0.961538	0.769286	0.769231	0.486556	0.826923	0.6601	0	0	0	0	0	0	0	0	0	0	0.807692	0.500356	0.923077	0.510486	0.923077	0.706164	0.788462	0.587091	0.461538	0.374353
g__Hydrogenophilus;	0.444444	0.090122	0.555556	0.450611	0.555556	0.450611	0.444444	0.360489	0.333333	0.270366	0.888889	0.487937	0.888889	0.624905	0.888889	0.720978	0.888889	0.624905	0.777778	0.630856	0.222222	0.180244	0.888889	0.720978	0.888889	0.720978	0.888889	0.720978	0.777778	0.630856	0.666667	0.540734	0.777778	0.630856	0.888889	0.720978	0.888889	0.720978	0.888889	0.720978	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.777778	0.630856	0.777778	0.630856	0.666667	0.540734	0.444444	0.360489	0.555556	0.450611	0.555556	0.450611	0.555556	0.450611	0.666667	0.540734	0.444444	0.270366
g__Hydrogenothermus;	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0.5	0.5	0	0	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0.5	0.5
g__Hydrogenovibrio;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Hydrotalea;	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.627069	1	0.627069	1	0.8111	1	0.627069	1	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	1	0.627069	1	0.8111	1	0.8111	1	0.8111
g__Hylemonella;	0.333333	0.209023	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	0.333333	0.270366	1	0.627069	1	0.8111	1	0.8111	0.666667	0.540734	1	0.8111	0.666667	0.540734	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.627069	1	0.627069	1	0.749756	1	0.627069	0.666667	0.47939	0	0	0	0	0	0	0	0	0	0	0.666667	0.418046	1	0.47939	1	0.8111	0.333333	0.270366	0.333333	0.270366
g__Hymenobacter;	0.182857	0.145389	0.194286	0.15295	0.188571	0.15295	0.194286	0.157585	0.177143	0.143681	0.92	0.740169	0.954286	0.774021	0.948571	0.769386	0.868571	0.704498	0.88	0.713768	0.474286	0.384693	0.88	0.713768	0.925714	0.750847	0.925714	0.750847	0.862857	0.699863	0.708571	0.574722	0.828571	0.672054	0.914286	0.734016	0.96	0.771094	0.948571	0.764751	0.685714	0.548621	0.914286	0.736943	0	0	0	0	0	0	0	0	0	0	0.914286	0.72444	0.942857	0.752249	0.925714	0.741877	0.651429	0.516478	0.331429	0.268822
g__Hyphobacterium;	1	0.469653	1	0.8111	1	0.8111	0.666667	0.540734	0.666667	0.540734	0.666667	0.418046	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.749756	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	0.666667	0.540734	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734
g__Hyphomicrobium;	0.378151	0.219993	0.386555	0.292506	0.378151	0.305172	0.352941	0.284724	0.336134	0.272638	0.831933	0.548616	0.94958	0.743693	0.941176	0.763388	0.789916	0.612774	0.87395	0.708861	0.722689	0.586173	0.857143	0.660355	0.89916	0.723254	0.890756	0.716437	0.823529	0.66191	0.815126	0.659602	0.773109	0.627069	0.932773	0.716757	0.941176	0.729627	0.92437	0.74821	0.831933	0.642567	0.890756	0.720946	0.831933	0.659602	0.89916	0.699917	0.865546	0.702044	0.781513	0.61716	0.613445	0.497565	0.907563	0.630309	0.966387	0.684714	0.932773	0.756572	0.697479	0.565725	0.470588	0.381694
g__Hyphomonas;	0.392857	0.27003	0.392857	0.294895	0.392857	0.294895	0.357143	0.289679	0.357143	0.289679	0.928571	0.414278	0.964286	0.640562	0.964286	0.782132	0.892857	0.589198	0.857143	0.695229	0.714286	0.579357	0.857143	0.655793	0.928571	0.753164	0.892857	0.724196	0.928571	0.753164	0.857143	0.695229	0.642857	0.521421	0.964286	0.762415	1	0.797955	1	0.8111	0.857143	0.682084	0.821429	0.666261	0.035714	0.028968	0.035714	0.028968	0.035714	0.028968	0	0	0	0	0.821429	0.595006	0.857143	0.623974	0.821429	0.666261	0.714286	0.579357	0.428571	0.347614
g__Hypnocyclicus;	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0.5	0.5	0.333333	0.333333	0.833333	0.833333	0.833333	0.833333	0.833333	0.833333	0.833333	0.833333	0.833333	0.833333	0.666667	0.666667	1	1	1	1	1	1	1	1	1	1	0.833333	0.833333	0.5	0.5	1	1	0.833333	0.833333	0.5	0.5	1	1	0	0	0	0	0	0	0	0	0	0	0.666667	0.666667	0.666667	0.666667	0.666667	0.666667	0.5	0.5	0	0
g__Hyunsoonleella;	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	0.333333	1	0.689224	1	1	0.833333	0.833333	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0.666667	0.666667	0.833333	0.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__I-8;	0.333333	0.270366	0.444444	0.360489	0.444444	0.360489	0	0	0.444444	0.360489	0.777778	0.630856	0.777778	0.630856	0.777778	0.630856	0.666667	0.540734	0.777778	0.630856	0.555556	0.450611	0.777778	0.630856	0.888889	0.720978	0.888889	0.720978	0.777778	0.630856	0.666667	0.540734	0.888889	0.720978	0.888889	0.720978	0.888889	0.720978	0.888889	0.720978	0.777778	0.630856	0.888889	0.720978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Iamia;	0.241379	0.153829	0.241379	0.167814	0.241379	0.195783	0.241379	0.189705	0.224138	0.181798	0.913793	0.564483	0.931034	0.694977	0.913793	0.741178	0.758621	0.555132	0.810345	0.657271	0.62069	0.503442	0.862069	0.699224	0.896552	0.727193	0.862069	0.699224	0.810345	0.657271	0.775862	0.629302	0.689655	0.559379	0.844828	0.6521	0.913793	0.708038	0.913793	0.741178	0.706897	0.540224	0.844828	0.68524	0.793103	0.584007	0.810345	0.622989	0.827586	0.671255	0.689655	0.49127	0.482759	0.391566	0.931034	0.454201	0.965517	0.615401	0.948276	0.741177	0.534483	0.419534	0.37931	0.307658
g__Ichthyenterobacterium;	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.627069	1	0.627069	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.627069	1	0.627069	1	0.627069	1	0.627069	1	0.8111	0	0	1	0.627069	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ichthyobacterium;	0.428571	0.347614	0.428571	0.347614	0.428571	0.347614	0.428571	0.347614	0.428571	0.347614	0.857143	0.695229	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.857143	0.695229	1	0.8111	1	0.8111	0.857143	0.695229	1	0.8111	0.857143	0.695229	0.714286	0.579357	0.857143	0.644874	0.857143	0.644874	1	0.760745	0.714286	0.529002	0.714286	0.529002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ideonella;	0.307692	0.062392	0.307692	0.249569	0.307692	0.249569	0.307692	0.249569	0.307692	0.249569	0.846154	0.573065	0.846154	0.686316	0.923077	0.748708	0.846154	0.686316	0.846154	0.686316	0.307692	0.249569	0.846154	0.573065	0.923077	0.720395	0.923077	0.734551	0.923077	0.734551	0.769231	0.609767	0.692308	0.561531	1	0.726163	1	0.726163	1	0.796944	0.923077	0.66377	0.923077	0.734551	0	0	0	0	0	0	0	0	0	0	1	0.655381	1	0.655381	1	0.715077	0.615385	0.258408	0.461538	0.374353
g__Idiomarina;	0.327586	0.19449	0.362069	0.276013	0.362069	0.293674	0.362069	0.293674	0.344828	0.27969	0.948276	0.475624	0.982759	0.779455	0.931034	0.746331	0.896552	0.718363	0.862069	0.699224	0.293103	0.237736	0.827586	0.650958	0.913793	0.72088	0.913793	0.732347	0.87931	0.697327	0.827586	0.66684	0.741379	0.601333	0.965517	0.768223	0.982759	0.755716	0.982759	0.7673	0.913793	0.72627	0.87931	0.674562	0.844828	0.613757	0.913793	0.681849	0.931034	0.704931	0.793103	0.559648	0.741379	0.586425	0.810345	0.521606	0.862069	0.595558	0.862069	0.660578	0.706897	0.540795	0.5	0.366904
g__Ignatzschineria;	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1	0.649465	1	1	1	1	0.5	0.5	1	1	0.5	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	0.5	1	0.5	1	1	1	1	1	1
g__Ignavibacterium;	0.454545	0.34248	0.454545	0.368681	0.454545	0.368681	0.454545	0.368681	0.393939	0.319524	0.787879	0.545337	0.848485	0.647901	0.818182	0.663627	0.787879	0.598743	0.727273	0.589891	0.515152	0.41784	0.818182	0.642265	0.909091	0.737364	0.909091	0.737364	0.909091	0.737364	0.818182	0.663627	0.727273	0.589891	0.939394	0.726682	0.969697	0.751261	0.939394	0.761942	0.878788	0.677524	0.909091	0.737364	0.757576	0.603789	0.818182	0.652946	0.818182	0.663627	0.69697	0.554631	0.666667	0.540734	0.818182	0.571745	0.878788	0.593107	0.818182	0.663627	0.666667	0.540734	0.606061	0.491576
g__Ignavigranum;	0.090909	0.013278	0.090909	0.013278	0.090909	0.013278	0.090909	0.013278	0.090909	0.073736	0.818182	0.646897	1	0.8111	0.909091	0.737364	0.818182	0.663627	0.818182	0.663627	0.181818	0.147473	0.818182	0.546517	0.909091	0.720634	0.818182	0.663627	0.909091	0.737364	0.818182	0.663627	0.636364	0.516155	0.909091	0.737364	0.909091	0.737364	0.818182	0.663627	0.909091	0.737364	0.818182	0.663627	0.545455	0.38196	0.636364	0.455696	0.545455	0.442419	0.727273	0.529432	0.272727	0.221209	0.909091	0.555988	0.909091	0.616446	0.909091	0.737364	0.545455	0.442419	0.181818	0.147473
g__IheB2-23;	0.266667	0.204025	0.266667	0.216294	0.266667	0.216294	0.2	0.16222	0.2	0.16222	0.866667	0.349237	0.933333	0.757026	0.933333	0.757026	0.933333	0.757026	0.733333	0.594806	0.4	0.32444	0.866667	0.690685	0.933333	0.757026	1	0.8111	0.8	0.64888	0.866667	0.702954	0.666667	0.540734	0.8	0.64888	0.8	0.64888	0.8	0.64888	0.8	0.64888	0.8	0.64888	0.8	0.58059	0.866667	0.634664	0.8	0.636611	0.866667	0.634664	0.866667	0.690685	0.933333	0.668809	0.933333	0.690684	0.933333	0.744758	0.733333	0.582538	0.066667	0.041805
g__IheB2-31;	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0.627069	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0
g__IheB3-7;	0.526316	0.40555	0.526316	0.426895	0.526316	0.426895	0.526316	0.426895	0.421053	0.341516	0.921053	0.679342	0.973684	0.789755	1	0.8111	0.894737	0.725721	0.921053	0.747066	0.552632	0.44824	0.868421	0.685824	0.973684	0.789755	0.947368	0.76841	0.921053	0.747066	0.921053	0.747066	0.842105	0.683031	0.842105	0.683031	0.947368	0.76841	0.921053	0.747066	0.763158	0.618997	0.921053	0.747066	0.894737	0.725721	0.921053	0.747066	0.921053	0.747066	0.815789	0.661686	0.736842	0.597653	0.947368	0.76841	1	0.8111	0.921053	0.747066	0.789474	0.640342	0.526316	0.426895
g__Ileibacterium;	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0	0	0.666667	0.540734	0	0	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	0.666667	0.540734	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	0.666667	0.540734	1	0.8111	1	0.8111	0.666667	0.540734	0.666667	0.540734
g__Ilumatobacter;	0.30303	0.245788	0.30303	0.245788	0.30303	0.245788	0.30303	0.245788	0	0	0.848485	0.645275	0.939394	0.761942	0.878788	0.712785	0.090909	0.073736	0.636364	0.516155	0.545455	0.442419	0.090909	0.057478	0.090909	0.057478	0.090909	0.073736	0.030303	0.024579	0.030303	0.024579	0.030303	0.024579	0.69697	0.559736	0.757576	0.603317	0.787879	0.627895	0.69697	0.554159	0.69697	0.554159	0.787879	0.518043	0.818182	0.563719	0.787879	0.639049	0.727273	0.468885	0.606061	0.491576	0.787879	0.627895	0.818182	0.658051	0.818182	0.663627	0.69697	0.565312	0.333333	0.270366
g__Ilyobacter;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__IMCC26134;	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0	0	0	0	1	0.657741	1	0.8111	1	0.8111	1	0.8111	0.833333	0.675916	0.166667	0.135184	0.833333	0.675916	0.833333	0.675916	1	0.8111	0.666667	0.540734	0.666667	0.540734	0.833333	0.675916	0	0	0	0	0	0	0	0	0	0	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.5	0.40555	0.666667	0.540734	0.833333	0.239695	1	0.8111	0.833333	0.675916	0.833333	0.675916	0.5	0.40555
g__IMCC26207;	0.307692	0.187177	0.307692	0.249569	0.307692	0.249569	0.307692	0.249569	0.307692	0.249569	0.846154	0.686316	0.923077	0.686315	0.769231	0.623923	0.923077	0.686315	0.538462	0.436747	0.615385	0.499139	1	0.8111	1	0.8111	0.923077	0.748708	0.846154	0.686316	1	0.8111	0.692308	0.561531	0.692308	0.561531	1	0.8111	0.846154	0.686316	0.769231	0.623923	0.846154	0.686316	0.923077	0.748708	1	0.8111	1	0.8111	0.769231	0.623923	0.692308	0.561531	0.846154	0.484982	1	0.623923	1	0.748708	0.615385	0.499139	0.307692	0.249569
g__Immundisolibacter;	0.571429	0.321324	0.571429	0.463486	0.571429	0.437196	0.428571	0.321324	0.571429	0.463486	0.857143	0.527056	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.857143	0.695229	0.428571	0.347614	0.857143	0.622061	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.664765	1	0.664765	1	0.8111	1	0.664765	1	0.737933	0.285714	0.158575	0.285714	0.158575	0.285714	0.231743	0.285714	0.158575	0	0	0.857143	0.475727	1	0.664765	1	0.8111	0.571429	0.463486	0.571429	0.463486
g__Imperialibacter;	0.307692	0.222455	0.307692	0.249569	0.307692	0.249569	0.307692	0.249569	0.230769	0.187177	0.923077	0.502284	1	0.8111	1	0.8111	0.923077	0.748708	0.923077	0.748708	0.384615	0.311961	1	0.8111	1	0.8111	0.923077	0.748708	0.923077	0.748708	0.769231	0.623923	0.846154	0.686316	0.846154	0.686316	0.923077	0.748708	0.923077	0.748708	0.769231	0.623923	0.846154	0.686316	0	0	0	0	0	0	0	0	0	0	0.923077	0.672159	0.923077	0.686315	0.923077	0.70931	0.923077	0.70931	0.307692	0.249569
g__Imtechella;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Incertae_Sedis;	0.571429	0.518153	0.571429	0.518153	0.571429	0.571429	0.571429	0.571429	0.428571	0.428571	0.857143	0.537488	1	0.786897	0.857143	0.857143	1	0.786897	0.857143	0.857143	0.714286	0.714286	1	0.786897	1	0.893448	1	1	1	1	1	1	0.714286	0.714286	0.857143	0.803867	1	0.869384	1	1	1	0.869384	0.857143	0.857143	0.857143	0.803867	0.857143	0.803867	0.857143	0.857143	0.857143	0.803867	0.857143	0.857143	0.857143	0.803867	0.857143	0.857143	0.857143	0.857143	0.714286	0.714286	0.285714	0.285714
g__Indibacter;	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	1	0.693606	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0.666667	0.540734	1	0.8111	0	0	0	0	0	0	0	0	0	0	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.666667	0.540734	0.333333	0.270366
g__Inhella;	1	0	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.8111	1	0.627069	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	1	0.8111	1	0.8111	1	0.8111	1	0.8111	0	0	0	0	0	0	0	0	0	0	0	0	1	0.8111	1	0.8111	1	0.8111	0	0	0	0
